id,address_number,street_name,street_name_post_type,place_name,state_name,zip_code,lat,lon
17151501,1650,W JONQUIL TER,,Chicago,IL,,42.02118,-87.67249099999998
16667516,850,W WAVELAND AVE,,Chicago,IL,,41.949087999999996,-87.65142299999998
16929160,15550,S TURLINGTON,,Chicago,IL,,,
17021268,150,W 95TH ST,,Chicago,IL,,41.721706999999995,-87.62745099999998
17254228,15050,S LEXINGTON,,Chicago,IL,,,
16656219,9050,S HOUSTON AVE,,Chicago,IL,,41.73124405551129,-87.54989559210573
17186466,4550,W MADISON ST,,Chicago,IL,,41.88204199999999,-87.62780599999999
16657861,2950,E 80TH PL,,Chicago,IL,,41.749211999999986,-87.55190630414405
16499708,8150,S GREEN ST,,Chicago,IL,,41.74605044268894,-87.64512249018375
16964885,5550,W WASHINGTON BLVD,,Chicago,IL,,41.883171999999995,-87.64269999999999
17115856,7550,N PAULINA ST,,Chicago,IL,,42.01836966966748,-87.67305834438785
16571930,8550,S CARPENTER ST,,Chicago,IL,,41.87070099999999,-87.65323899999999
17340539,2850,E 90TH ST,,Chicago,IL,,41.73091399999999,-87.62050499999998
16591784,450,E PERSHING RD,,Chicago,IL,,41.823755999999996,-87.623147
16853367,11950,S HARVARD AVE,,Chicago,IL,,41.676804157628986,-87.63103446251765
17014999,7550,S EXCHANGE AVE,,Chicago,IL,,41.758072,-87.55892
16420004,6950,S HALSTED ST,,Chicago,IL,,41.88049199999999,-87.647322
16486956,1450,S KEDZIE AVE,,Chicago,IL,,41.88031699999999,-87.70609999999999
16624119,1350,S SPRINGFIELD AVE,,Chicago,IL,,41.87890099999999,-87.72316599999999
17404597,2250,S SACRAMENTO AVE,,Chicago,IL,,41.850682135922156,-87.70031960513701
16884202,7050,S CHAPPEL AVE,,Chicago,IL,,41.76709444541173,-87.57510460328612
16661795,1450,E MARQUETTE RD,,Chicago,IL,,41.772815,-87.623317
17394486,4950,W QUINCY ST,,Chicago,IL,,41.877649311518105,-87.74846581032499
16757097,11850,S WENTWORTH AVE,,Chicago,IL,,41.857775,-87.6319
17224966,2550,W HADDON AVE,,Chicago,IL,,41.90205127446713,-87.69072315870095
17245315,8450,S ESCANABA AVE,,Chicago,IL,,41.74187837293736,-87.5539428671777
16610637,2550,E 75TH ST,,Chicago,IL,,41.758261999999995,-87.623148
16913301,3150,S ARCHER AVE,,Chicago,IL,,41.836587307365136,-87.66752683506301
17242948,950,W 18TH ST,,Chicago,IL,,41.858033793103445,-87.65076034482757
17151882,2450,N LINCOLN AVE,,Chicago,IL,,41.926540775100705,-87.65029297002224
17259386,5650,S ABERDEEN ST,,Chicago,IL,,41.875112,-87.654442
16860135,1050,E 47TH ST,,Chicago,IL,,41.80960074489544,-87.60045764718258
16491792,750,N DRAKE AVE,,Chicago,IL,,41.89499399999999,-87.715079
16801251,6450,S RHODES AVE,,Chicago,IL,,41.77756146030974,-87.61195808662487
16492890,1050,,,Chicago,IL,,41.89410473586597,-87.65418435852646
17102271,50,S PULASKI RD,,Chicago,IL,,41.88002826900354,-87.72564714228336
16624748,3250,W MONTROSE AVE,,Chicago,IL,,41.96116978222297,-87.70980489772336
16614957,5650,S STATE ST,,Chicago,IL,,41.791593808255634,-87.62562140020188
16510916,1050,N SPRINGFIELD AVE,,Chicago,IL,,41.899974664406486,-87.72378325638692
17139016,1650,W 68TH ST,,Chicago,IL,,41.770883999999995,-87.62913199999998
17404340,7950,S AVALON AVE,,Chicago,IL,,41.75046837892435,-87.59424905317894
17161901,250,S WESTERN AVE,,Chicago,IL,,41.880304999999986,-87.686413
16662281,650,W 109TH ST,,Chicago,IL,,41.69603829411764,-87.63921417647057
17226266,2250,S KILDARE AVE,,Chicago,IL,,41.850899999999996,-87.73122899999998
16884727,2050,W 67TH PL,,Chicago,IL,,41.77115217049042,-87.67493635489467
16671104,8150,S BURNHAM AVE,,Chicago,IL,,41.74729948965636,-87.55645470230836
16666288,6350,S ARTESIAN AVE,,Chicago,IL,,41.77813988126398,-87.68482983055739
16829919,5950,S MICHIGAN AVE,,Chicago,IL,,41.88131899999999,-87.62426099999999
17378400,950,E 82ND ST,,Chicago,IL,,41.74583599999999,-87.60139199999999
